,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-100527.079276,0.0,-312270.0,3096.0,-707062.4404
Tax Rate For Calcs,0.24639,0.062,0.21,0.258,0.257301
Normalized EBITDA,183632000.0,58606000.0,118177000.0,242521000.0,205108000.0
Total Unusual Items,-408000.0,0.0,-1487000.0,12000.0,-2748000.0
Total Unusual Items Excluding Goodwill,-408000.0,0.0,-1487000.0,12000.0,-2748000.0
Net Income From Continuing Operation Net Minority Interest,80108000.0,-16133000.0,27897000.0,119677000.0,91124000.0
Reconciled Depreciation,42974000.0,41695000.0,42398000.0,41577000.0,40281000.0
Reconciled Cost Of Revenue,37173000.0,22959000.0,29086000.0,40629000.0,38645000.0
EBITDA,183224000.0,58606000.0,116690000.0,242533000.0,202360000.0
EBIT,140250000.0,16911000.0,74292000.0,200956000.0,162079000.0
Net Interest Income,-33951000.0,-34107000.0,-49917000.0,-39682000.0,-39386000.0
Interest Expense,33951000.0,34107000.0,49917000.0,39682000.0,39386000.0
Normalized Income,80415472.920724,-16133000.0,29071730.0,119668096.0,93164937.5596
Net Income From Continuing And Discontinued Operation,80108000.0,-16133000.0,27897000.0,119677000.0,91124000.0
Total Expenses,349338000.0,270061000.0,308628000.0,344903000.0,332913000.0
Total Operating Income As Reported,140466000.0,16888000.0,75756000.0,201010000.0,164384000.0
Diluted Average Shares,55411000.0,55017000.0,55478000.0,57663000.0,62268000.0
Basic Average Shares,54991000.0,55017000.0,55060000.0,57292000.0,61890000.0
Diluted EPS,1.45,-0.29,0.5,2.08,1.46
Basic EPS,1.46,-0.29,0.51,2.09,1.47
Diluted NI Availto Com Stockholders,80108000.0,-16133000.0,27897000.0,119677000.0,91124000.0
Net Income Common Stockholders,80108000.0,-16133000.0,27897000.0,119677000.0,91124000.0
Net Income,80108000.0,-16133000.0,27897000.0,119677000.0,91124000.0
Net Income Including Noncontrolling Interests,80108000.0,-16133000.0,27897000.0,119677000.0,91124000.0
Net Income Continuous Operations,80108000.0,-16133000.0,27897000.0,119677000.0,91124000.0
Tax Provision,26191000.0,-1063000.0,-3522000.0,41597000.0,31569000.0
Pretax Income,106299000.0,-17196000.0,24375000.0,161274000.0,122693000.0
Other Income Expense,-624000.0,23000.0,-1464000.0,-42000.0,-2601000.0
Other Non Operating Income Expenses,-216000.0,23000.0,23000.0,-54000.0,147000.0
Special Income Charges,-408000.0,0.0,-1487000.0,12000.0,-2748000.0
Other Special Charges,,,1487000.0,,2452000.0
Restructuring And Mergern Acquisition,408000.0,0.0,0.0,-12000.0,296000.0
Net Non Operating Interest Income Expense,-33951000.0,-34107000.0,-49917000.0,-39682000.0,-39386000.0
Interest Expense Non Operating,33951000.0,34107000.0,49917000.0,39682000.0,39386000.0
Operating Income,140874000.0,16888000.0,75756000.0,200998000.0,164680000.0
Operating Expense,312165000.0,247102000.0,279542000.0,304274000.0,294268000.0
Other Operating Expenses,204789000.0,161270000.0,187272000.0,207336000.0,190199000.0
Depreciation Amortization Depletion Income Statement,42974000.0,41695000.0,42398000.0,41577000.0,40281000.0
Depreciation And Amortization In Income Statement,42974000.0,41695000.0,42398000.0,41577000.0,40281000.0
Selling General And Administration,64402000.0,44137000.0,49872000.0,55361000.0,63788000.0
Gross Profit,453039000.0,263990000.0,355298000.0,505272000.0,458948000.0
Cost Of Revenue,37173000.0,22959000.0,29086000.0,40629000.0,38645000.0
Total Revenue,490212000.0,286949000.0,384384000.0,545901000.0,497593000.0
Operating Revenue,490212000.0,286949000.0,384384000.0,545901000.0,497593000.0
