,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,-27187200000.0,0.0,25621920000.0,-38400875700.10165,29167400134.52966
Tax Rate For Calcs,0.24,0.230528,0.24,0.22958,0.203345
Normalized EBITDA,-10775000000.0,508215000000.0,1267065000000.0,404462000000.0,156625000000.0
Total Unusual Items,-113280000000.0,,106758000000.0,-167266000000.0,143438000000.0
Total Unusual Items Excluding Goodwill,-113280000000.0,,106758000000.0,-167266000000.0,143438000000.0
Net Income From Continuing Operation Net Minority Interest,-506527000000.0,-783157000000.0,58186000000.0,-720026000000.0,-858125000000.0
Reconciled Depreciation,70523000000.0,1279177000000.0,1140035000000.0,1044317000000.0,1011194000000.0
Reconciled Cost Of Revenue,6094596000000.0,,5457353000000.0,3768797000000.0,3968873000000.0
EBITDA,-124055000000.0,508215000000.0,1373823000000.0,237196000000.0,300063000000.0
EBIT,-194578000000.0,-770962000000.0,233788000000.0,-807121000000.0,-711131000000.0
Net Interest Income,-222325000000.0,,-209683000000.0,-175882000000.0,-130337000000.0
Interest Expense,238051000000.0,218386000000.0,214799000000.0,199340000000.0,165999000000.0
Interest Income,23172000000.0,21307000000.0,32013000000.0,36096000000.0,40562000000.0
Normalized Income,-420434200000.0,-783157000000.0,-22950080000.0,-591160875700.1017,-972395599865.4703
Net Income From Continuing And Discontinued Operation,-506527000000.0,-783157000000.0,58186000000.0,-720026000000.0,-858125000000.0
Total Expenses,6801872000000.0,,7264161000000.0,5447367000000.0,5620041000000.0
Total Operating Income As Reported,-93673000000.0,-469432000000.0,,-662080000000.0,-881470000000.0
Diluted Average Shares,1000000000.0,768755204.0,779243727.0,743400442.0,761769346.0
Basic Average Shares,1000000000.0,768755204.0,779243727.0,743400442.0,761769346.0
Diluted EPS,-506.5,-1018.5,65.448073,-968.42179,-1126.5
Basic EPS,-506.5,-1018.5,65.448073,-968.42179,-1126.5
Diluted NI Availto Com Stockholders,-506527000000.0,-783157000000.0,58186000000.0,-720026000000.0,-858125000000.0
Net Income Common Stockholders,-506527000000.0,-783157000000.0,58186000000.0,-720026000000.0,-858125000000.0
Net Income,-506527000000.0,-783157000000.0,58186000000.0,-720026000000.0,-858125000000.0
Minority Interests,-35729000000.0,-21881000000.0,7647000000.0,55372000000.0,-159355000000.0
Net Income Including Noncontrolling Interests,-470798000000.0,-761276000000.0,50539000000.0,-775398000000.0,-698770000000.0
Net Income Continuous Operations,-470798000000.0,-761276000000.0,50539000000.0,-775398000000.0,-698770000000.0
Tax Provision,38169000000.0,-228072000000.0,-31550000000.0,-231063000000.0,-178360000000.0
Pretax Income,-432629000000.0,-989348000000.0,18989000000.0,-1006461000000.0,-877130000000.0
Other Income Expense,-116631000000.0,,96928000000.0,-168499000000.0,134677000000.0
Other Non Operating Income Expenses,-4792000000.0,,-5500000000.0,-3437000000.0,-8393000000.0
Special Income Charges,11832000000.0,,-28206000000.0,-48102000000.0,-83876000000.0
Gain On Sale Of Ppe,14731000000.0,-11355000000.0,-18810000000.0,-16263000000.0,-12961000000.0
Impairment Of Capital Assets,2899000000.0,119614000000.0,5712000000.0,31839000000.0,70915000000.0
Earnings From Equity Interest,1441000000.0,1847000000.0,-4330000000.0,2204000000.0,-368000000.0
Gain On Sale Of Security,-125112000000.0,,134964000000.0,-119164000000.0,227314000000.0
Net Non Operating Interest Income Expense,-222325000000.0,,-209683000000.0,-175882000000.0,-130337000000.0
Total Other Finance Cost,7446000000.0,,26897000000.0,12638000000.0,4900000000.0
Interest Expense Non Operating,238051000000.0,218386000000.0,214799000000.0,199340000000.0,165999000000.0
Interest Income Non Operating,23172000000.0,21307000000.0,32013000000.0,36096000000.0,40562000000.0
Operating Income,-93673000000.0,-469432000000.0,131744000000.0,-662080000000.0,-881470000000.0
Operating Expense,707276000000.0,,732158000000.0,699410000000.0,708848000000.0
Other Taxes,15980000000.0,17362000000.0,14872000000.0,17671000000.0,18112000000.0
Depreciation Amortization Depletion Income Statement,70523000000.0,,65385000000.0,65157000000.0,68874000000.0
Depreciation And Amortization In Income Statement,70523000000.0,,65385000000.0,65157000000.0,68874000000.0
Depreciation Income Statement,,67680000000.0,65385000000.0,65157000000.0,68874000000.0
Research And Development,343878000000.0,339747000000.0,340659000000.0,346133000000.0,339956000000.0
Selling General And Administration,276895000000.0,,311242000000.0,270449000000.0,281906000000.0
Selling And Marketing Expense,16478000000.0,14287000000.0,23259000000.0,17741000000.0,17732000000.0
General And Administrative Expense,260417000000.0,,287983000000.0,252708000000.0,264174000000.0
Other Gand A,142830000000.0,,156495000000.0,135670000000.0,140936000000.0
Insurance And Claims,3722000000.0,3356000000.0,3343000000.0,3378000000.0,3288000000.0
Salaries And Wages,113865000000.0,,128145000000.0,113660000000.0,119950000000.0
Gross Profit,613603000000.0,217888000000.0,863902000000.0,37330000000.0,-172622000000.0
Cost Of Revenue,6094596000000.0,,6532003000000.0,4747957000000.0,4911193000000.0
Total Revenue,6708199000000.0,5252975000000.0,7395905000000.0,4785287000000.0,4738571000000.0
Operating Revenue,6684279000000.0,5238518000000.0,7437579000000.0,4763350000000.0,4726625000000.0
