,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,-430191.668053,0.0,-7761.226725,-2623.0,-53829.066133,
Tax Rate For Calcs,0.276651,0.21,0.117594,0.043,0.017736,
Normalized EBITDA,-16678000.0,10308000.0,117008000.0,-37612000.0,-18311000.0,
Total Unusual Items,-1555000.0,0.0,-66000.0,-61000.0,-3035000.0,
Total Unusual Items Excluding Goodwill,-1555000.0,0.0,-66000.0,-61000.0,-3035000.0,
Net Income From Continuing Operation Net Minority Interest,-17398000.0,1950000.0,97482000.0,-42473000.0,-27968000.0,
Reconciled Depreciation,3471000.0,3934000.0,3827000.0,3827000.0,4278000.0,
Reconciled Cost Of Revenue,,,,,,1109000.0
EBITDA,-18233000.0,10308000.0,116942000.0,-37673000.0,-21346000.0,
EBIT,-21704000.0,6374000.0,113115000.0,-41500000.0,-25624000.0,
Net Interest Income,-2348000.0,-2648000.0,-2642000.0,-2859000.0,-2849000.0,
Interest Expense,2348000.0,2648000.0,2642000.0,2859000.0,2849000.0,
Normalized Income,-16273191.668053,1950000.0,97540238.773275,-42414623.0,-24986829.066133,
Net Income From Continuing And Discontinued Operation,-17398000.0,1950000.0,97482000.0,-42473000.0,-27968000.0,
Total Expenses,82271000.0,108321000.0,202475000.0,101547000.0,90780000.0,
Total Operating Income As Reported,-23044000.0,4798000.0,112640000.0,-43199000.0,-27959000.0,
Diluted Average Shares,30404000.0,29997000.0,30554000.0,29485000.0,29233000.0,
Basic Average Shares,30404000.0,29997000.0,29706000.0,29485000.0,29233000.0,
Diluted EPS,-0.98,-0.33,2.51,-1.83,-1.33,
Basic EPS,-0.98,-0.33,2.57,-1.83,-1.33,
Diluted NI Availto Com Stockholders,-29783000.0,-9972000.0,85687000.0,-53948000.0,-38988000.0,
Net Income Common Stockholders,-29783000.0,-9972000.0,85687000.0,-53948000.0,-38988000.0,
Otherunder Preferred Stock Dividend,6539000.0,6141000.0,6149000.0,5832000.0,5540000.0,
Preferred Stock Dividends,5846000.0,5781000.0,5646000.0,5643000.0,5480000.0,
Net Income,-17398000.0,1950000.0,97482000.0,-42473000.0,-27968000.0,
Net Income Including Noncontrolling Interests,-17398000.0,1950000.0,97482000.0,-42473000.0,-27968000.0,
Net Income Continuous Operations,-17398000.0,1950000.0,97482000.0,-42473000.0,-27968000.0,
Tax Provision,-6654000.0,1776000.0,12991000.0,-1886000.0,-505000.0,
Pretax Income,-24052000.0,3726000.0,110473000.0,-44359000.0,-28473000.0,
Other Income Expense,-215000.0,1576000.0,409000.0,1638000.0,-700000.0,
Other Non Operating Income Expenses,1340000.0,1576000.0,475000.0,1699000.0,2335000.0,
Special Income Charges,-1555000.0,0.0,-66000.0,-61000.0,-3035000.0,
Impairment Of Capital Assets,413000.0,0.0,66000.0,0.0,1921000.0,
Restructuring And Mergern Acquisition,1142000.0,0.0,0.0,61000.0,1114000.0,
Net Non Operating Interest Income Expense,-2348000.0,-2648000.0,-2642000.0,-2859000.0,-2849000.0,
Interest Expense Non Operating,2348000.0,2648000.0,2642000.0,2859000.0,2849000.0,
Operating Income,-21489000.0,4798000.0,112706000.0,-43138000.0,-24924000.0,
Operating Expense,82271000.0,108321000.0,200681000.0,101547000.0,90780000.0,
Other Operating Expenses,39264000.0,49822000.0,77582000.0,51585000.0,41595000.0,
Selling General And Administration,43007000.0,58499000.0,123099000.0,49962000.0,49185000.0,
Selling And Marketing Expense,21425000.0,41189000.0,95652000.0,29665000.0,26783000.0,
General And Administrative Expense,21582000.0,17310000.0,27447000.0,20297000.0,22402000.0,
Other Gand A,21582000.0,17310000.0,27447000.0,20297000.0,22402000.0,
Gross Profit,,,,,,246553000.0
Cost Of Revenue,,,,,,1109000.0
Total Revenue,60782000.0,113119000.0,315181000.0,58409000.0,65856000.0,
Operating Revenue,54731000.0,98946000.0,275651000.0,48222000.0,56847000.0,
