,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-12299.076066,-2076.0,-3228330.0,-26978.0,-404880.0
Tax Rate For Calcs,0.063072,0.012,0.21,0.082,0.21
Normalized EBITDA,43906000.0,33339000.0,24536000.0,16677000.0,36084000.0
Total Unusual Items,-195000.0,-173000.0,-15373000.0,-329000.0,-1928000.0
Total Unusual Items Excluding Goodwill,-195000.0,-173000.0,-15373000.0,-329000.0,-1928000.0
Net Income From Continuing Operation Net Minority Interest,22208000.0,13492000.0,-5266000.0,-2927000.0,17157000.0
Reconciled Depreciation,18736000.0,18277000.0,18516000.0,18193000.0,18163000.0
Reconciled Cost Of Revenue,303477000.0,292383000.0,291453000.0,287713000.0,295711000.0
EBITDA,43711000.0,33166000.0,9163000.0,16348000.0,34156000.0
EBIT,24975000.0,14889000.0,-9353000.0,-1845000.0,15993000.0
Net Interest Income,-1272000.0,-1230000.0,-1472000.0,-1342000.0,-1259000.0
Interest Expense,1272000.0,1230000.0,1472000.0,1342000.0,1259000.0
Normalized Income,22390700.923934,13662924.0,6878670.0,-2624978.0,18680120.0
Net Income From Continuing And Discontinued Operation,22208000.0,13492000.0,-5266000.0,-2927000.0,17157000.0
Total Expenses,344188000.0,332850000.0,333757000.0,327981000.0,334778000.0
Rent Expense Supplemental,83300000.0,79911000.0,78937000.0,80322000.0,79566000.0
Total Operating Income As Reported,21214000.0,14950000.0,-4791000.0,-2608000.0,13221000.0
Diluted Average Shares,22962000.0,23284000.0,22789000.0,23311000.0,23921000.0
Basic Average Shares,22220000.0,22683000.0,22789000.0,23311000.0,23309000.0
Diluted EPS,0.97,0.58,-0.23,-0.13,0.72
Basic EPS,1.0,0.59,-0.23,-0.13,0.74
Diluted NI Availto Com Stockholders,22208000.0,13492000.0,-5266000.0,-2927000.0,17157000.0
Net Income Common Stockholders,22208000.0,13492000.0,-5266000.0,-2927000.0,17157000.0
Net Income,22208000.0,13492000.0,-5266000.0,-2927000.0,17157000.0
Net Income Including Noncontrolling Interests,22208000.0,13492000.0,-5266000.0,-2927000.0,17157000.0
Net Income Continuous Operations,22208000.0,13492000.0,-5266000.0,-2927000.0,17157000.0
Tax Provision,1495000.0,167000.0,-5559000.0,-260000.0,-2423000.0
Pretax Income,23703000.0,13659000.0,-10825000.0,-3187000.0,14734000.0
Other Income Expense,3566000.0,-234000.0,-19935000.0,434000.0,844000.0
Other Non Operating Income Expenses,3761000.0,-61000.0,-4562000.0,763000.0,2772000.0
Special Income Charges,-195000.0,-173000.0,-15373000.0,-329000.0,-1928000.0
Gain On Sale Of Ppe,-195000.0,-173000.0,-15373000.0,-329000.0,-1928000.0
Net Non Operating Interest Income Expense,-1272000.0,-1230000.0,-1472000.0,-1342000.0,-1259000.0
Interest Expense Non Operating,1272000.0,1230000.0,1472000.0,1342000.0,1259000.0
Operating Income,21409000.0,15123000.0,10582000.0,-2279000.0,15149000.0
Operating Expense,40711000.0,40467000.0,42304000.0,40268000.0,39067000.0
Other Operating Expenses,225000.0,438000.0,77000.0,1115000.0,300000.0
Depreciation Amortization Depletion Income Statement,18736000.0,18277000.0,18516000.0,18193000.0,18163000.0
Depreciation And Amortization In Income Statement,18736000.0,18277000.0,18516000.0,18193000.0,18163000.0
Selling General And Administration,21750000.0,21752000.0,23711000.0,20960000.0,20604000.0
General And Administrative Expense,21750000.0,21752000.0,23711000.0,20960000.0,20604000.0
Other Gand A,21750000.0,21752000.0,23711000.0,20960000.0,20604000.0
Gross Profit,62120000.0,55590000.0,52886000.0,37989000.0,54216000.0
Cost Of Revenue,303477000.0,292383000.0,291453000.0,287713000.0,295711000.0
Total Revenue,365597000.0,347973000.0,344339000.0,325702000.0,349927000.0
Operating Revenue,365597000.0,347973000.0,344339000.0,325702000.0,349927000.0
