,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.175941,0.21,0.065872,0.21,0.21,,
Normalized EBITDA,-3373000.0,-8091000.0,-2453000.0,3085000.0,-4572000.0,,
Net Income From Continuing Operation Net Minority Interest,-5583000.0,-11402000.0,9643000.0,941000.0,-10434000.0,,
Reconciled Depreciation,2988000.0,2884000.0,2741000.0,2809000.0,2480000.0,,
Reconciled Cost Of Revenue,21735000.0,21300000.0,23824000.0,22495000.0,21181000.0,,
EBITDA,-3373000.0,-8091000.0,-2453000.0,3085000.0,-4572000.0,,
EBIT,-6361000.0,-10975000.0,-5194000.0,276000.0,-7052000.0,,
Net Interest Income,141000.0,217000.0,6846000.0,1314000.0,1282000.0,,
Interest Expense,414000.0,291000.0,,119000.0,134000.0,441000.0,
Interest Income,555000.0,508000.0,6152000.0,1433000.0,1416000.0,,
Normalized Income,-5583000.0,-11402000.0,9643000.0,941000.0,-10434000.0,,
Net Income From Continuing And Discontinued Operation,-5583000.0,-11402000.0,9643000.0,941000.0,-10434000.0,,
Total Expenses,56226000.0,56432000.0,54490000.0,55748000.0,55144000.0,,
Total Operating Income As Reported,-10624000.0,-14975000.0,2986000.0,-4248000.0,-8527000.0,,
Diluted Average Shares,126934294.0,128339481.0,,132785552.0,131440486.0,130920971.0,
Basic Average Shares,126934294.0,128339481.0,,131003744.0,131440486.0,130920971.0,
Diluted EPS,-0.04,-0.09,,0.01,-0.08,-0.05,
Basic EPS,-0.04,-0.09,,0.01,-0.08,-0.05,
Diluted NI Availto Com Stockholders,-5583000.0,-11402000.0,9643000.0,941000.0,-10434000.0,,
Net Income Common Stockholders,-5583000.0,-11402000.0,9643000.0,941000.0,-10434000.0,,
Net Income,-5583000.0,-11402000.0,9643000.0,941000.0,-10434000.0,,
Minority Interests,,,,,,,0.0
Net Income Including Noncontrolling Interests,-5583000.0,-11402000.0,9643000.0,941000.0,-10434000.0,,
Net Income Continuous Operations,-5583000.0,-11402000.0,9643000.0,941000.0,-10434000.0,,
Tax Provision,-1192000.0,136000.0,680000.0,-784000.0,3248000.0,,
Pretax Income,-6775000.0,-11266000.0,10323000.0,157000.0,-7186000.0,,
Other Income Expense,3708000.0,3492000.0,491000.0,3091000.0,59000.0,,
Other Non Operating Income Expenses,3708000.0,3492000.0,491000.0,3091000.0,59000.0,,
Net Non Operating Interest Income Expense,141000.0,217000.0,6846000.0,1314000.0,1282000.0,,
Interest Expense Non Operating,414000.0,291000.0,,119000.0,134000.0,441000.0,
Interest Income Non Operating,555000.0,508000.0,6152000.0,1433000.0,1416000.0,,
Operating Income,-10624000.0,-14975000.0,2986000.0,-4248000.0,-8527000.0,,
Operating Expense,34491000.0,35132000.0,30666000.0,33253000.0,33963000.0,,
Research And Development,8826000.0,9725000.0,9723000.0,9882000.0,10001000.0,,
Selling General And Administration,25665000.0,25407000.0,20943000.0,23371000.0,23962000.0,,
Selling And Marketing Expense,12134000.0,12509000.0,11874000.0,12429000.0,12268000.0,,
General And Administrative Expense,13531000.0,12898000.0,9069000.0,10942000.0,11694000.0,,
Other Gand A,13531000.0,12898000.0,9069000.0,10942000.0,11694000.0,,
Gross Profit,23867000.0,20157000.0,33652000.0,29005000.0,25436000.0,,
Cost Of Revenue,21735000.0,21300000.0,23824000.0,22495000.0,21181000.0,,
Total Revenue,45602000.0,41457000.0,57476000.0,51500000.0,46617000.0,,
Operating Revenue,45602000.0,41457000.0,57476000.0,51500000.0,46617000.0,,
