,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Tax Effect Of Unusual Items,-18473967.684022,0.0,0.0,0.0,-2856000.0
Tax Rate For Calcs,0.263914,0.254054,0.247,0.21,0.238
Normalized EBITDA,767000000.0,510000000.0,760000000.0,893000000.0,721000000.0
Total Unusual Items,-70000000.0,,,0.0,-12000000.0
Total Unusual Items Excluding Goodwill,-70000000.0,,,0.0,-12000000.0
Net Income From Continuing Operation Net Minority Interest,410000000.0,276000000.0,470000000.0,451000000.0,443000000.0
Reconciled Depreciation,94000000.0,92000000.0,90000000.0,87000000.0,85000000.0
Reconciled Cost Of Revenue,5262000000.0,4830000000.0,5432000000.0,5485000000.0,5076000000.0
EBITDA,697000000.0,510000000.0,760000000.0,893000000.0,709000000.0
EBIT,603000000.0,418000000.0,670000000.0,806000000.0,624000000.0
Net Interest Income,-46000000.0,-48000000.0,-46000000.0,-47000000.0,-43000000.0
Interest Expense,46000000.0,48000000.0,46000000.0,47000000.0,43000000.0
Normalized Income,461526032.315978,276000000.0,470000000.0,451000000.0,452144000.0
Net Income From Continuing And Discontinued Operation,410000000.0,276000000.0,470000000.0,451000000.0,443000000.0
Total Expenses,6945000000.0,6462000000.0,7107000000.0,7135000000.0,6671000000.0
Total Operating Income As Reported,606000000.0,410000000.0,665000000.0,811000000.0,625000000.0
Diluted Average Shares,198500000.0,199800000.0,201300000.0,202300000.0,203200000.0
Basic Average Shares,198300000.0,199600000.0,200800000.0,201700000.0,202600000.0
Diluted EPS,2.07,1.38,2.34,2.23,2.18
Basic EPS,2.07,1.38,2.34,2.24,2.19
Diluted NI Availto Com Stockholders,410000000.0,276000000.0,470000000.0,451000000.0,443000000.0
Net Income Common Stockholders,410000000.0,276000000.0,470000000.0,451000000.0,443000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,410000000.0,276000000.0,470000000.0,451000000.0,443000000.0
Net Income Including Noncontrolling Interests,410000000.0,276000000.0,470000000.0,451000000.0,443000000.0
Net Income Continuous Operations,410000000.0,276000000.0,470000000.0,451000000.0,443000000.0
Tax Provision,147000000.0,94000000.0,154000000.0,308000000.0,138000000.0
Pretax Income,557000000.0,370000000.0,624000000.0,759000000.0,581000000.0
Other Non Operating Income Expenses,-3000000.0,8000000.0,5000000.0,-5000000.0,-1000000.0
Special Income Charges,-70000000.0,,,0.0,-12000000.0
Impairment Of Capital Assets,,,,0.0,0.0
Restructuring And Mergern Acquisition,70000000.0,,,,12000000.0
Net Non Operating Interest Income Expense,-46000000.0,-48000000.0,-46000000.0,-47000000.0,-43000000.0
Interest Expense Non Operating,46000000.0,48000000.0,46000000.0,47000000.0,43000000.0
Operating Income,676000000.0,410000000.0,665000000.0,811000000.0,637000000.0
Operating Expense,1683000000.0,1632000000.0,1675000000.0,1650000000.0,1595000000.0
Depreciation And Amortization In Income Statement,94000000.0,92000000.0,90000000.0,87000000.0,85000000.0
Depreciation Income Statement,94000000.0,92000000.0,90000000.0,87000000.0,85000000.0
Selling General And Administration,1589000000.0,1540000000.0,1585000000.0,1563000000.0,1510000000.0
General And Administrative Expense,1589000000.0,1540000000.0,1585000000.0,1563000000.0,1510000000.0
Gross Profit,2359000000.0,2042000000.0,2340000000.0,2461000000.0,2232000000.0
Cost Of Revenue,5262000000.0,4830000000.0,5432000000.0,5485000000.0,5076000000.0
Total Revenue,7621000000.0,6872000000.0,7772000000.0,7946000000.0,7308000000.0
Operating Revenue,7621000000.0,6872000000.0,7772000000.0,7946000000.0,7308000000.0
