,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.202508,0.2053,0.187464,0.195,0.182219,,
Net Income From Continuing Operation Net Minority Interest,10002000.0,8640000.0,10017000.0,7397000.0,7435000.0,,
Reconciled Depreciation,1243000.0,1294000.0,1402000.0,1223000.0,1186000.0,,
Net Interest Income,27664000.0,26726000.0,26221000.0,24191000.0,23880000.0,,
Interest Expense,13487000.0,13557000.0,15041000.0,16242000.0,16833000.0,,
Interest Income,41151000.0,40283000.0,41262000.0,40433000.0,40713000.0,,
Normalized Income,10002000.0,8640000.0,10017000.0,7397000.0,7435000.0,,
Net Income From Continuing And Discontinued Operation,10002000.0,8640000.0,10017000.0,7397000.0,7435000.0,,
Diluted Average Shares,11432795.0,11487123.0,11490834.0,11443324.0,11525504.0,,
Basic Average Shares,11343034.0,11404248.0,11422063.0,11383027.0,11483091.0,,
Diluted EPS,0.87,0.75,0.87,0.65,0.65,,
Basic EPS,0.88,0.76,0.88,0.65,0.65,,
Diluted NI Availto Com Stockholders,10002000.0,8640000.0,10017000.0,7397000.0,7435000.0,,
Net Income Common Stockholders,10002000.0,8640000.0,10017000.0,7397000.0,7435000.0,,
Net Income,10002000.0,8640000.0,10017000.0,7397000.0,7435000.0,,
Minority Interests,19000.0,17000.0,9000.0,18000.0,12000.0,,
Net Income Including Noncontrolling Interests,9983000.0,8623000.0,10008000.0,7379000.0,7423000.0,,
Net Income Continuous Operations,9983000.0,8623000.0,10008000.0,7379000.0,7423000.0,,
Tax Provision,2535000.0,2227000.0,2309000.0,1788000.0,1654000.0,,
Pretax Income,12518000.0,10850000.0,12317000.0,9167000.0,9077000.0,,
Gain On Sale Of Security,,,0.0,0.0,0.0,0.0,0.0
Depreciation Amortization Depletion Income Statement,100000.0,140000.0,142000.0,142000.0,142000.0,,
Depreciation And Amortization In Income Statement,100000.0,140000.0,142000.0,142000.0,142000.0,,
Amortization,100000.0,140000.0,142000.0,142000.0,142000.0,,
Amortization Of Intangibles Income Statement,100000.0,140000.0,142000.0,142000.0,142000.0,,
Selling General And Administration,12698000.0,12967000.0,11820000.0,12372000.0,12494000.0,,
Selling And Marketing Expense,288000.0,189000.0,267000.0,239000.0,208000.0,,
General And Administrative Expense,12410000.0,12778000.0,11553000.0,12133000.0,12286000.0,,
Insurance And Claims,352000.0,351000.0,320000.0,359000.0,365000.0,,
Salaries And Wages,12058000.0,12427000.0,11233000.0,11774000.0,11921000.0,,
Total Revenue,32412000.0,30998000.0,31128000.0,28554000.0,27694000.0,,
Operating Revenue,32412000.0,30998000.0,31128000.0,28554000.0,27694000.0,,
Occupancy And Equipment,3093000.0,3173000.0,3123000.0,3026000.0,2924000.0,,
Professional Expense And Contract Services Expense,911000.0,806000.0,716000.0,775000.0,841000.0,,
Other Non Interest Expense,3092000.0,3362000.0,3260000.0,3572000.0,3416000.0,,
