,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-2931198.0,-2165384.0,-1664520.0,-1912291.0,-1743129.0
Net Income From Continuing Operation Net Minority Interest,-3126811.0,-2355987.0,-1854476.0,-2114937.0,-1968746.0
Reconciled Depreciation,195613.0,190603.0,189956.0,189331.0,189124.0
EBITDA,-2931198.0,-2165384.0,-1664520.0,-1912291.0,-1743129.0
EBIT,-3126811.0,-2355987.0,-1854476.0,-2101622.0,-1932253.0
Net Interest Income,41023.0,35374.0,53927.0,69819.0,62845.0
Interest Expense,0.0,0.0,0.0,13315.0,36493.0
Interest Income,41023.0,35374.0,53927.0,83134.0,99338.0
Normalized Income,-3126811.0,-2355987.0,-1854476.0,-2114937.0,-1968746.0
Net Income From Continuing And Discontinued Operation,-3126811.0,-2355987.0,-1854476.0,-2114937.0,-1968746.0
Total Expenses,3167834.0,2391361.0,1908403.0,2184756.0,2031591.0
Total Operating Income As Reported,-3167834.0,-2391361.0,-1908403.0,-2184756.0,-2031591.0
Diluted Average Shares,13715959.0,,11779579.0,11745906.0,11718791.0
Basic Average Shares,13715959.0,,11779579.0,11745906.0,11718791.0
Diluted EPS,-0.23,,-0.16,-0.18,-0.17
Basic EPS,-0.23,,-0.16,-0.18,-0.17
Diluted NI Availto Com Stockholders,-3126811.0,-2355987.0,-1854476.0,-2114937.0,-1968746.0
Net Income Common Stockholders,-3126811.0,-2355987.0,-1854476.0,-2114937.0,-1968746.0
Net Income,-3126811.0,-2355987.0,-1854476.0,-2114937.0,-1968746.0
Net Income Including Noncontrolling Interests,-3126811.0,-2355987.0,-1854476.0,-2114937.0,-1968746.0
Net Income Continuous Operations,-3126811.0,-2355987.0,-1854476.0,-2114937.0,-1968746.0
Tax Provision,,,,,0.0
Pretax Income,-3126811.0,-2355987.0,-1854476.0,-2114937.0,-1968746.0
Net Non Operating Interest Income Expense,41023.0,35374.0,53927.0,69819.0,62845.0
Interest Expense Non Operating,0.0,0.0,0.0,13315.0,36493.0
Interest Income Non Operating,41023.0,35374.0,53927.0,83134.0,99338.0
Operating Income,-3167834.0,-2391361.0,-1908403.0,-2184756.0,-2031591.0
Operating Expense,3167834.0,2391361.0,1908403.0,2184756.0,2031591.0
Research And Development,1933091.0,1182092.0,1214661.0,1573879.0,1466665.0
Selling General And Administration,1234743.0,1209269.0,693742.0,610877.0,564926.0
General And Administrative Expense,1234743.0,1209269.0,693742.0,610877.0,564926.0
Other Gand A,1234743.0,1209269.0,693742.0,610877.0,564926.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
