,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-44089000.0,-35164000.0,-23292000.0,-32622000.0,-27176000.0,
Net Income From Continuing Operation Net Minority Interest,-45128000.0,-35943000.0,-32586000.0,-30629000.0,-27602000.0,
Reconciled Depreciation,468000.0,485000.0,468000.0,424000.0,426000.0,
EBITDA,-44089000.0,-35164000.0,-23292000.0,-32622000.0,-27176000.0,
EBIT,-44557000.0,-35649000.0,-23760000.0,-33046000.0,-27602000.0,
Net Interest Income,839000.0,1193000.0,1199000.0,2417000.0,2677000.0,
Interest Expense,571000.0,294000.0,,,0.0,0.0
Interest Income,1410000.0,1487000.0,1947000.0,2417000.0,2677000.0,
Normalized Income,-45128000.0,-35943000.0,-32586000.0,-30629000.0,-27602000.0,
Net Income From Continuing And Discontinued Operation,-45128000.0,-35943000.0,-32586000.0,-30629000.0,-27602000.0,
Total Expenses,45906000.0,37136000.0,33785000.0,33046000.0,30279000.0,
Total Operating Income As Reported,-45906000.0,-37136000.0,-33785000.0,-33046000.0,-30279000.0,
Diluted Average Shares,61876586.0,50743101.0,50132308.0,49401613.0,49445807.0,
Basic Average Shares,61876586.0,50743101.0,50132308.0,49401613.0,48937923.0,
Diluted EPS,-0.73,-0.71,-0.65,-0.62,-0.56,
Basic EPS,-0.73,-0.71,-0.65,-0.62,-0.56,
Diluted NI Availto Com Stockholders,-45128000.0,-35943000.0,-32586000.0,-30629000.0,-27318000.0,
Average Dilution Earnings,,,,0.0,284000.0,734000.0
Net Income Common Stockholders,-45128000.0,-35943000.0,-33679000.0,-30629000.0,-27602000.0,
Net Income,-45128000.0,-35943000.0,-32586000.0,-30629000.0,-27602000.0,
Net Income Including Noncontrolling Interests,-45128000.0,-35943000.0,-32586000.0,-30629000.0,-27602000.0,
Net Income Continuous Operations,-45128000.0,-35943000.0,-32586000.0,-30629000.0,-27602000.0,
Pretax Income,-45128000.0,-35943000.0,-32586000.0,-30629000.0,-27602000.0,
Other Income Expense,-61000.0,,,,,
Other Non Operating Income Expenses,-61000.0,,,,,
Net Non Operating Interest Income Expense,839000.0,1193000.0,1199000.0,2417000.0,2677000.0,
Interest Expense Non Operating,571000.0,294000.0,,,0.0,0.0
Interest Income Non Operating,1410000.0,1487000.0,1947000.0,2417000.0,2677000.0,
Operating Income,-45906000.0,-37136000.0,-33785000.0,-33046000.0,-30279000.0,
Operating Expense,45906000.0,37136000.0,33785000.0,33046000.0,30279000.0,
Research And Development,37638000.0,29018000.0,25532000.0,26290000.0,23427000.0,
Selling General And Administration,8268000.0,8118000.0,8253000.0,6756000.0,6852000.0,
General And Administrative Expense,8268000.0,8118000.0,8253000.0,6756000.0,6852000.0,
Other Gand A,8268000.0,8118000.0,8253000.0,6756000.0,6852000.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
