,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,7157.4,18414.45,62620.2,-1873.8,325.5,,
Tax Rate For Calcs,0.15,0.15,0.15,0.15,0.15,,
Normalized EBITDA,-14445903.0,-18786540.0,-22176392.0,-12157708.0,-11275008.0,,
Total Unusual Items,47716.0,122763.0,417468.0,-12492.0,2170.0,,
Total Unusual Items Excluding Goodwill,47716.0,122763.0,417468.0,-12492.0,2170.0,,
Net Income From Continuing Operation Net Minority Interest,-14832928.0,-18401362.0,-21434570.0,-12212669.0,-11308609.0,,
EBITDA,-14398187.0,-18663777.0,-21758924.0,-12170200.0,-11272838.0,,
EBIT,-14398187.0,-18663777.0,-21758924.0,-12170200.0,-11272838.0,,
Net Interest Income,-250456.0,181560.0,3666.0,4527.0,5171.0,,
Interest Expense,375000.0,,,,0.0,,
Interest Income,124544.0,181560.0,3666.0,4527.0,5171.0,,
Normalized Income,-14873486.6,-18505710.55,-21789417.8,-12202050.8,-11310453.5,,
Net Income From Continuing And Discontinued Operation,-14832928.0,-18401362.0,-21434570.0,-12212669.0,-11308609.0,,
Total Expenses,14570447.0,18663777.0,21758924.0,12170200.0,11280179.0,,
Total Operating Income As Reported,-14539709.0,-18661414.0,-21728356.0,-12182692.0,-11278009.0,,
Diluted Average Shares,38440754.0,38411070.0,,38337967.0,38337967.0,38337967.0,
Basic Average Shares,38440754.0,38411070.0,,38337967.0,38337967.0,38337967.0,
Diluted EPS,-0.39,-0.48,,-0.318553,-0.294972,-0.037889,
Basic EPS,-0.39,-0.48,,-0.318553,-0.294972,-0.037889,
Diluted NI Availto Com Stockholders,-14832928.0,-18401362.0,-21434570.0,-12212669.0,-11308609.0,,
Net Income Common Stockholders,-14832928.0,-18401362.0,-21434570.0,-12212669.0,-11308609.0,,
Net Income,-14832928.0,-18401362.0,-21434570.0,-12212669.0,-11308609.0,,
Net Income Including Noncontrolling Interests,-14832928.0,-18401362.0,-21434570.0,-12212669.0,-11308609.0,,
Net Income Continuous Operations,-14832928.0,-18401362.0,-21434570.0,-12212669.0,-11308609.0,,
Tax Provision,59741.0,41908.0,96780.0,34504.0,35771.0,,
Pretax Income,-14773187.0,-18359454.0,-21337790.0,-12178165.0,-11272838.0,,
Other Income Expense,47716.0,122763.0,417468.0,-12492.0,2170.0,,
Special Income Charges,6078.0,,,,0.0,,
Gain On Sale Of Ppe,6078.0,,,,0.0,,
Gain On Sale Of Security,41638.0,122763.0,417468.0,-12492.0,2170.0,,
Net Non Operating Interest Income Expense,-250456.0,181560.0,3666.0,4527.0,5171.0,,
Interest Expense Non Operating,375000.0,,,,0.0,,
Interest Income Non Operating,124544.0,181560.0,3666.0,4527.0,5171.0,,
Operating Income,-14570447.0,-18663777.0,-21758924.0,-12170200.0,-11280179.0,,
Operating Expense,14570447.0,18663777.0,21758924.0,12170200.0,11280179.0,,
Other Operating Expenses,167644.0,174463.0,245810.0,67002.0,183000.0,,
Selling General And Administration,14402803.0,18489314.0,21513114.0,12103198.0,11097179.0,,
Selling And Marketing Expense,,,,286309.0,,,670413.0
General And Administrative Expense,14402803.0,18489314.0,21513114.0,12103198.0,11097179.0,,
Other Gand A,2770971.0,3506315.0,6522745.0,1255351.0,1829976.0,,
Salaries And Wages,11631832.0,14982999.0,14990369.0,10847847.0,9267203.0,,
Total Revenue,0.0,0.0,0.0,0.0,0.0,,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,,
