,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-2393573.409364,-74638200.0,267323.406516,4548558.0,-2538807.818797,,
Tax Rate For Calcs,0.184604,0.21,0.010428,0.259,0.242114,,
Normalized EBITDA,73606000.0,69731000.0,59196000.0,55885000.0,59901000.0,,
Total Unusual Items,-12966000.0,-355420000.0,25634000.0,17562000.0,-10486000.0,,
Total Unusual Items Excluding Goodwill,-12966000.0,-355420000.0,25634000.0,17562000.0,-10486000.0,,
Net Income From Continuing Operation Net Minority Interest,27161000.0,-327322000.0,55891000.0,32953000.0,16333000.0,,
Reconciled Depreciation,15040000.0,14671000.0,12583000.0,13128000.0,12294000.0,,
Reconciled Cost Of Revenue,113536000.0,96080000.0,102476000.0,92856000.0,103697000.0,,
EBITDA,60640000.0,-285689000.0,84830000.0,73447000.0,49415000.0,,
EBIT,45600000.0,-300360000.0,72247000.0,60319000.0,37121000.0,,
Net Interest Income,-8097000.0,-8843000.0,-7189000.0,-8739000.0,-8195000.0,,
Interest Expense,12280000.0,15286000.0,15767000.0,15878000.0,15532000.0,,
Interest Income,4183000.0,6443000.0,8578000.0,7139000.0,7337000.0,,
Normalized Income,37733426.590636,-46540200.0,30524323.406516,19939558.0,24280192.181203,,
Net Income From Continuing And Discontinued Operation,27161000.0,-327322000.0,55891000.0,32953000.0,16333000.0,,
Total Expenses,298341000.0,268238000.0,284809000.0,282502000.0,278409000.0,,
Total Operating Income As Reported,54183000.0,48617000.0,37021000.0,35618000.0,40166000.0,,
Diluted Average Shares,54700000.0,54400000.0,54700000.0,54585000.0,54591000.0,,
Basic Average Shares,54600000.0,54400000.0,54400000.0,54352000.0,54238000.0,,
Diluted EPS,0.5,-6.01,1.02,0.6,0.3,,
Basic EPS,0.5,-6.01,1.03,0.61,0.3,,
Diluted NI Availto Com Stockholders,27161000.0,-327322000.0,55891000.0,32953000.0,16333000.0,,
Net Income Common Stockholders,27161000.0,-327322000.0,55891000.0,32953000.0,16333000.0,,
Net Income,27161000.0,-327322000.0,55891000.0,32953000.0,16333000.0,,
Net Income Including Noncontrolling Interests,27161000.0,-327322000.0,55891000.0,32953000.0,16333000.0,,
Net Income Continuous Operations,27161000.0,-327322000.0,55891000.0,32953000.0,16333000.0,,
Earnings From Equity Interest Net Of Tax,-8000.0,-20000.0,0.0,37000.0,-29000.0,,
Tax Provision,6151000.0,11656000.0,589000.0,11525000.0,5227000.0,,
Pretax Income,33320000.0,-315646000.0,56480000.0,44441000.0,21589000.0,,
Other Income Expense,-12766000.0,-355420000.0,26648000.0,17562000.0,-10382000.0,,
Other Non Operating Income Expenses,200000.0,,,,104000.0,,
Special Income Charges,-4328000.0,-360393000.0,0.0,0.0,-5750000.0,,
Other Special Charges,4328000.0,360393000.0,0.0,,,25482000.0,
Write Off,0.0,,0.0,0.0,5750000.0,,
Impairment Of Capital Assets,,,,,,,89974000.0
Gain On Sale Of Security,-8638000.0,4973000.0,25634000.0,17562000.0,-4736000.0,,
Net Non Operating Interest Income Expense,-8097000.0,-8843000.0,-7189000.0,-8739000.0,-8195000.0,,
Interest Expense Non Operating,12280000.0,15286000.0,15767000.0,15878000.0,15532000.0,,
Interest Income Non Operating,4183000.0,6443000.0,8578000.0,7139000.0,7337000.0,,
Operating Income,54183000.0,48617000.0,37021000.0,35618000.0,40166000.0,,
Operating Expense,184805000.0,172158000.0,182333000.0,189646000.0,174712000.0,,
Other Operating Expenses,-160000.0,612000.0,3402000.0,9180000.0,4844000.0,,
Research And Development,47185000.0,37879000.0,43308000.0,48805000.0,44737000.0,,
Selling General And Administration,137780000.0,133667000.0,135623000.0,131661000.0,125131000.0,,
Gross Profit,238988000.0,220775000.0,219354000.0,225264000.0,214878000.0,,
Cost Of Revenue,113536000.0,96080000.0,102476000.0,92856000.0,103697000.0,,
Total Revenue,352524000.0,316855000.0,321830000.0,318120000.0,318575000.0,,
Operating Revenue,352524000.0,316855000.0,321830000.0,318120000.0,318575000.0,,
